id,caption,description,moreInfo,bannerImage
719,Cơ hội sở hữu áo thun cực chất - được phái mạnh ưa chuộng - với giá ưu đãi cực hấp dẫn,Bấm xem ngay kẻo lỡ giờ vàng,Cơ hội mua lẻ với giá sỉ ưu đãi - nhanh tay sở hữu ngay nào,719.jpg
720,Xu hướng thu đông 2020 Giá bèo sinh viên nghèo cũng mua được Chất vải cotton thoáng mát,Nhấn mua ngay để nhận ưu đãi,Sale sập sàn 30%,720.jpg
721,"Muốn đẹp trai phải xài ngay quần này.  Đi chơi, đi học, đi làm đi đâu cũng phong cách.","Hàng như hình, hài lòng mới nhận",Combo 2 chiếc giá chỉ 399.000 đồng,721.jpg
722,"Áo sơ mi túi hộp thời trang, phong cách mạnh mẽ. Giá chỉ 299k/1 áo, 499k/2 áo, 699k/3 áo.","Giảm 60%, duy nhất hôm nay.","Chỉ còn 299k/1 áo, 499k/2 áo",722.jpg
725,"Đẳng cấp và phong cách với chiếc áo đũi doanh nhân 2020 tuyệt đẹp, chất vải mềm và thoáng",Gu Chất Store,Kiểm tra hàng tại nhà thanh toán sau,725.jpg
747,"Lộ diện hũ kem collagen ""thổi bay"" nám sạm, dưỡng da chuyên sâu ưa chuộng hiện nay",Mua 2 tặng 1 cho 99 khách hàng đầu tiên,"Nám, tàn nhang, lão hóa da",747.jpg
772,"Ai bị mụn bọc, mụn viêm, dù đã lâu năm như nào, xem ngay cách này sạch mụn sáng da","Da sáng, sạch mụn, tự tin",Ưu đãi hơn 50% ngay hôm nay,772.jpg
773,Cần tìm 9 chị bị rạn da để trợ giá 50% hãy đăng ký ngay,Bị rạn da kể cả vết rạn 20 năm,Ưu đãi giảm giá 50% mua 2 tặng 1 duy nhất hôm nay,773.jpg
799,1% phụ nữ Việt Nam được đánh giá trẻ hơn tuổi thật đã khuyên dùng hũ kem Merawhite này,Hỗ trợ trị nám và tàn nhang,Bí quyết làm đẹp,799.jpg
807,"Hũ kem Hàn Quốc xóa mờ nám sạm, bước nhảy đột phá của công nghệ collagen chăm sóc da mặt","Nám, tàn nhang, lão hóa da",Làm đẹp với công nghệ Nano collagen,807.jpg
844,Chị em bị nám sạm tàn nhang nhất định phải đọc bài này,Nám tàn nhang lão hóa da,Mỹ phẩm & Làm đẹp,844.jpg
889,Nếu chị em U40 50 da nám tàn nhang thì đọc ngay bài này! Xóa nám sạm dưỡng da chỉ 690k.,Để lại số điện thoại nghe tư vấn từ chuyên gia,Sản phẩm không phải thuốc không thay thế thuốc chữa bệnh,889.jpg
891,"Trước khi ngủ thoa ít kem này lên mặt, da nám, sạm, tàn nhang cứ thế tự động ""biến mất""",Kem làm đẹp da Merawhite,,891.jpg
892,"Trắng da, mềm mịn, thẩm thấu sâu, không bết dính, Da đẹp rạng ngời, căng tràn sức sống...",Kem body mềm A cosmetics,Mua 1 tặng 1 mặt nạ dưỡng da,892.jpg
909,"Nhận khuyến mại 50%, dứt điểm nám sạm, tàn nhang, chống lão hóa với bộ đôi công nghệ nano.",Kem dưỡng da Merawhite,,909.jpg
931,"Bí quyết giúp nàng tự tin, cho chàng yêu nhiều hơn.",Gel Pk24 làm hồng da,,931.jpg
952,Nhận xóa mờ sẹo cho những ai bị sẹo rỗ lồi lõm thâm đen rạn da sẹo lâu năm. Xóa mờ sẹo,Giá chỉ bằng cốc trà đá,Để lại số điện thoại để được tư vấn,952.jpg
956,Mua sắm sản phẩm chính hãng với giá ưu đãi lên tới 50%,The Begin Of Winter,,956.jpg
1003,Trào lưu các chị em u40 rủ nhau sử dụng hũ kem Hàn để sở hữu làn da như thiếu nữ 20,Kem nám da Merawhite,,1003.jpg
1030,"Ai bị mụn bọc, mụn viêm, dù đã lâu năm xem ngay cách này sạch mụn sáng da","Da sáng, sạch mụn, tự tin",Ưu đãi hơn 50% ngay hôm nay,1030.jpg
1038,"Nám da, tàn nhang, thâm sạm lâu năm. Đăng kí ngay để nhận hỗ trợ đến 50%","Da trắng hồng, sáng mịn tự nhiên","Sản phẩm không phải thuốc, không có tác dụng thay thế thuốc",1038.jpg
1043,"Hũ kem xóa ""nám, tàn nhang"" không cần đi spa lấy lại tuổi ""đôi mươi"" sau vài tuần sử dụng",Kem hỗ trợ xóa nám tàn nhang Favita Plus,Lấy lại tuổi thanh xuân sau thời gian ngắn,1043.jpg
1071,"Bí quyết xóa nếp nhăn,  tan bọng mắt, giảm thâm quầng  Chị em để lại SĐT em giúp","Xóa mờ nếp nhăn, đánh tan bọng mắt","Xóa mờ nếp nhăn, đánh tan bọng mắt",1071.jpg
1090,"Giá bán viên sủi Diabet và cách dùng hiệu quả để giảm tiêm insulin, phục hồi tuyến tụy","Tiều đường để lại thông tin, nhận tư vấn miễn phí",Sản phẩm này không phải là thuốc không có tác dụng thay thế,1090.jpg
1099,Bà con tiểu đường tuýp 1 hay 2 biến chứng hay chưa nên biết cách ổn định đường huyết này,Người tiểu đường áp dụng ngay,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1099.jpg
1101,"Tiểu đường chân tay tê bì, tiểu đêm, mệt mỏi. Dùng 3 lần mỗi ngày hỗ trợ tránh biến chứng",Dành cho người tiểu đường,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1101.jpg
1104,Người bị tiểu đường có thẻ bảo hiểm y tế được giảm chi phí khi xem và đăng ký.,Viên sủi Satochi,"Sản phẩm không phải là thuốc, không thay thế thuốc",1104.jpg
1113,"Tiểu đường: mờ mắt, chóng mặt, mệt mỏi, tê bì chân tay. Xem ngay để phòng tránh biến chứng",Tặng máy đo đường huyết khi mua liệu trình,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",1113.jpg
1115,"Tiểu đường 10 năm không khỏi, tôi chỉ cách này cực hay làm ngay tại nhà.",Viên sủi tiểu đường chính hãng,"Sản phẩm không phải là thuốc, không thay thế thuốc",1115.jpg
1117,"Bỏ tiêm đi, tiểu đường dùng ngay cách khoa học này không hại gan thận, tiết kiệm chi phí",Thành phần hoàn toàn thiên nhiên,Sản phẩm không là thuốc và không có tác dụng thay thế,1117.jpg
1124,Bước đột phá công nghệ Nhật Bản cho người tiểu đường biến chứng. Ai đang bị vào đọc ngay,Bà con để lại số điện thoại trung tâm sẽ liên hệ lại ngay,Sản phẩm không phải thuốc không thay thế thuốc chữa bệnh,1124.jpg
1125,Người bị tiểu đường có BHYT vào đọc mà đăng kí mua sẽ được giảm chi phí và nhận ưu đãi.,Tiểu đường 5 - 10 năm áp dụng ngay,Sản phẩm không phải là thuốc không thay thế thuốc chữa bệnh,1125.jpg
1126,Tiểu đường lâu năm cũng tan biến nếu biết và áp dụng cách khoa học này,Tiểu đường áp dụng ngay,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1126.jpg
1132,"Có bảo hiểm y tế, người bị tiểu đường sẽ được giảm giá khi xem và đặt hàng tại đây",Công nghệ tiên tiến từ Đức,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1132.jpg
1141,"Tiểu đường tuýp 1, tuýp 2 biến chứng lâu năm dùng cách này, an toàn hiệu quả tiết kiệm",Người tiểu đường áp dụng ngay,Sản phẩm không phải là thuốc không có tác dụng thay thế,1141.jpg
1146,"Tiểu đường: Mệt mỏi, mờ mắt, tê bì chân tay. Bỏ ra 3 phút đọc ngay cách này",Tiểu đường để lại số điện thoại,Sản phẩm này không phải thuốc không có tác dụng thay thế,1146.jpg
1147,"Việt Nam đã áp dụng thành công phương pháp mới dành cho người tiểu đường, công nghệ Đức",Tiểu đường 5-10 năm áp dụng ngay,Sản phẩm này không phải thuốc không có tác dụng thay thế.,1147.jpg
1148,Tiểu đường tuýp 1 tuýp 2 trên cả nước có bảo hiểm y tế được hỗ trợ chi phí khi sử dụng,Chi phí vừa phải sử dụng 1 lần,Sản phẩm không phải thuốc không có tác dụng thay thế thuốc,1148.jpg
1149,Lượng đường trong máu tăng cao gây biến chứng nguy hiểm. Bà con tiểu đường chớ bỏ qua,Tiểu đường tuýp 1-2 áp dụng ngay!,Sản phẩm không phải là thuốc và không có tác dụng thay thế.,1149.jpg
1150,"Mỡ máu, mỡ gan, xơ vữa động mạch dai dẳng 5-10 năm Vào đây tôi chỉ cho cách hay này.",Dùng 2 lần/ngày.,Sản phẩm không phải là thuốc không thay thế thuốc chữa bệnh.,1150.jpg
1152,"Đều đặn 2 lần mỗi ngày, sạch bay tiểu đường nhờ cách khoa học hiện đại",Tiểu đường áp dụng ngay,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1152.jpg
1158,Ưu đãi hỗ trợ người bị tiểu đường dành cho người có bảo hiểm,Hiệu quả sau 1 liệu trình,Sản phẩm không phải thuốc không có tác dụng thay thê,1158.jpg
1159,"Mỡ máu men gan cao, chóng mặt, tim đập nhanh , 5-10 năm dai dẳng không khỏi Ấn xem ngay",Nhận ngay ưu đãi 2/9,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",1159.jpg
1160,Chương trình hỗ trợ bệnh nhân tiểu đường có BHYT tiếp cận với phương pháp mới.,Tặng máy đo đường huyết,"Sản phẩm không phải thuốc, không có tác dụng thay thế thuốc",1160.jpg
1163,Hạ đường huyết an toàn dài lâu nhờ cách này. Bệnh nhân tiểu đường tin dùng thời gian qua,Người tiểu đường tại Đức tin dùng,Sản phẩm không phải thuốc không có tác dụng thay thế thuốc,1163.jpg
1176,"Chặn đứng tiểu đường tuýp 1, tuýp 2 lâu năm với cách sau chỉ 2 phút mỗi ngày tại nhà",Áp dụng 2 lần/ngày dùng tại nhà không tốn kém,Sản phẩm này không phải thuốc không có tác dụng thay thế,1176.jpg
1179,"Tiểu đường tuýp 1, 2 tê bì chân tay, mệt mỏi tiểu đêm nhiều vào đây xem ngay.",Tiểu đường đọc và để lại số điện thoại,Sản phẩm không phải thuốc không có tác dụng thay thế,1179.jpg
1180,Dùng 2 viên mỗi ngày giúp điều chỉnh đường huyết và các biến chứng tiểu đường. Xem ngay,Tư vấn miễn phí cho người bị tiểu đường,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1180.jpg
1184,"Người tiểu đường tuýp 1, tuýp 2, có bảo hiểm. Thử ngay cách khoa học này đã được xuất khẩu",Người tiểu đường áp dụng ngay,Sản phẩm không phải là thuốc không có tác dụng thay thế,1184.jpg
1185,"Ai bị tiểu đường có bảo hiểm y tế giảm giá ngay, ngày 1 viên đường huyết giảm",Có bảo hiểm y tế giảm giá ngay,Sản phẩm không phải thuốc không thay thế thuốc,1185.jpg
1186,"Mờ mắt, huyết áp tăng, nhiễm khuẩn da, tê bì đau buốt chân tay. Đăng ký tư vấn miễn phí","Mua 2 tặng 1, ưu đãi giảm 50%","Sản phẩm không phải thuốc, không có tác dụng thay thế thuốc",1186.jpg
1190,"Không insulin, không tác dụng phụ. Hiệu quả ngay tại nhà Đường huyết ổn định 5.5mmol/l",Ai bị tiểu đường có thẻ bảo hiểm y tế được giảm giá khi mua,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1190.jpg
1191,Người bị tiểu đường vào đây họ vui lắm. Đừng bỏ qua tin này,Viên sủi tiểu đường Satochi,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1191.jpg
1192,"Một phát hiện mới cho người bệnh tiểu đường, xuất hiện viên uống làm thay đổi đường huyết.","Dùng ngày 1 viên, đường huyết thay đổi","Sản phẩm này không phải thuốc, không có tác dụng thay thế",1192.jpg
1195,"Không cần tiêm, dùng ngay thứ này không hại gan, hại thận mà tiết kiệm chi phí",Tư vấn bệnh tiểu đường miễn phí,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1195.jpg
1204,Tặng ưu đãi lên đến 30% chi phí cho 99 bà con nhanh tay đăng ký ngay hôm nay.,Viên sủi Diabet chính hãng 100%,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",1204.jpg
1207,"Viên sủi lạ được nhiều người ưa chuộng, công nghệ Đức giúp cải thiện đường huyết hiệu quả","Dành cho người tiểu đường lâu năm, tuýp 1, tuýp 2","Sản phẩm không phải là thuốc, không có tác dụng thay thế",1207.jpg
1214,Người tiểu đường hay mệt mỏi nhưng chưa tìm được giải pháp thì vào mà đăng ký tại đây,Viên sủi Diabet sử dụng 2 lần sáng tối,"Sản phẩm không phải thuốc, không thay thế thuốc",1214.jpg
1217,"Từng là một người tiểu đường tuýp 2 đường huyết tăng cao, giờ đây tôi đã vui khỏe lại.",Tiểu đường viên sủi Diabet,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",1217.jpg
1219,"Viên sủi tiểu đường từ chuyên gia cho bà con tuýp 1, 2 lâu năm. Dành 5 phút xem thêm ngay.",Công nghệ nano mới.,,1219.jpg
1222,"Tiểu đêm, tê bì tay chân dai dẳng 5 hay 15 năm chưa khỏi. Dùng ngay cách này.",Tiểu đường tuýp 1-2 đọc làm ngay,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",1222.jpg
1232,Tiểu đường dù mới hay lâu năm nhất định đừng bỏ qua bài viết này,Viên sủi satochi,Sản phẩm không phải là thuốc không có tác dụng thay thế,1232.jpg
1238,Viên sủi xuất khẩu giúp điều chỉnh đường huyết và các biến chứng tiểu đường. Xem ngay,"Thành phần thảo dược tự nhiên, sử dụng dễ dàng tại nhà","Sản phẩm không phải là thuốc, không có tác dụng thay thế",1238.jpg
1244,Bà con tiểu đường có bảo hiểm y tế được giảm chi phí khi đăng ký tại đây.,Tư vấn miễn phí cho người bị tiểu đường,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1244.jpg
1253,"Tiểu đường mà không biết phương pháp này thì thật tiếc, hạ đường huyết dễ dàng ngay ở nhà",Tiểu đường áp dụng ngay,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1253.jpg
1258,"Tiểu đường tuýp 1, tuýp 2 hãy phương pháp mới từ Đức. Đường huyết thay đổi từng ngày","Để lại số điện thoại, nhận tư vấn miễn phí","Sản phẩm không phải là thuốc, không có tác dụng thay thế",1258.jpg
1277,"Đừng để mỡ máu, mỡ gan làm ảnh hưởng xấu đến những ngày tết vui vẻ cùng gia đình",Mỡ máu mỡ gan xem ngay,Sản phẩm không phải là thuốc không có tác dụng thay thế,1277.jpg
1296,Tiểu đường có biến chứng không?	 Chỉ cần 2 phút tìm hiểu để không phải hối hận,Tư vấn miễn phí cho người tiểu đường,Sản phẩm này không phải là thuốc không có tác dụng thay thế,1296.jpg
1300,"Tiểu đường lơ là chuyển sang biến chứng thì khổ lắm, áp dụng cách này khỏi lo biến chứng","Tuýp 1, tuýp 2 hay biến chứng để lại số điện thoại tôi giúp",Sản phẩm không phải là thuốc và không có tác dụng thay thế,1300.jpg
1309,Nếu bị tiểu đường có thẻ bảo hiểm nên dành 2 phút xem ngay mà đăng kí,Viên sủi tiểu đường Satochi,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1309.jpg
1311,"Tiểu đường lâu năm tê bì chân tay, đọc ngay giải pháp này",Viên sủi Diabet dành cho người tiểu đường,"Sản phẩm không phải là thuốc, không thay thế thuốc",1311.jpg
1318,Bà con bị tiểu đường có bảo hiểm y tế được giảm chi phí khi xem và đăng ký tại đây.,Miễn phí máy đo tiểu đường cho bà con khi sử dụng liệu trình,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1318.jpg
1323,Tiểu đường nên ăn gì dùng gì để điều chỉnh lại đường huyết? Ai chưa biết thì vào đọc ngay.,Bí quyết điều chỉnh lại đường huyết cho người bị tiểu đường.,Sản phẩm không phải là thuốc và không có tác dụng thay thế,1323.jpg
1330,Tiểu đường lâu năm hay tê bì chân tay mệt mỏi bỏ ra 5 phút tìm hiểu ngay,Để lại SĐT nhận bí quyết,Sản phẩm không phải là thuốc không thay thế thuốc chữa bệnh,1330.jpg
1332,"Đừng tiêm, tiểu đường thử dùng cách này giống tôi, an toàn tiết kiệm mà lại rất hiệu quả",Tiểu đường chớ bỏ qua,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",1332.jpg
1336,"Bà con tiểu đường tuýp 1, tuýp 2 lâu năm có bảo hiểm y tế được giảm chi phí khi đăng ký.",Viên sủi tiểu đường từ công nghệ Nano.,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",1336.jpg
1340,"Mỗi ngày 1 viên phục hồi insulin tại nhà từ tự nhiên, tiểu đường không lo biến chứng",Viên Sủi Tiểu Đường Diabet,"Sản phẩm không phải là thuốc, không thay thế chữa bệnh",1340.jpg
1344,Nhờ uống thứ này mỗi ngày mà tiểu đường tuýt 1 tuýt 2 sống khoẻ hơn mỗi ngày áp dụng ngay,Viên sủi satochi,Sản phẩm không phải là thuốc không có tác dụng thay thế,1344.jpg
